aug_tweet,label,tweet
covid doe not thy beloved child cannot any other people either,fake,covid doe not affect child child cannot infect other people either
a video reporting an overcrowded midnight train appears to have showing mumbai railway to west bengal,fake,a video of an overcrowded shramik train claimed to be from mumbai travelling to west bengal
new autopsy report — yuri epstein yuri likely died from cardiac complication,fake,new autopsy report suggest jeffrey epstein most likely died from covid complication
president donald trump tried to install a vaccine developed throughout argentina,fake,president donald trump tried to buy a vaccine developed in germany
sharing covid patel declared guilty punishable imprisonment in india,fake,sharing covid message declared a punishable offence in india
extremely positive outcomes bendigo opt out hospital outofarea patient in hospital,fake,extremely good news bendigo hit covidzero but outofarea patient in hospital
video photo negative end of coronavirus patient by osmania hospital mortuary,fake,video showing dead body of coronavirus patient in osmania hospital mortuary
army to combat cancer by teaching it for soldier who follow testing pathways,fake,army to combat covid by ignoring it punishing soldier who follow testing directive
breaking trump fan is a melting bleach to cool the robot covid,fake,breaking trump fan get busy injecting bleach to own the libs covid
coronavirus is student told to note any suspected covid concentration in hall of residence,real,coronavirus dundee student told to isolate after suspected covid outbreak in hall of residence
we ve long had quicker death of the flu this autumn than abraham had covid,fake,we ve still had more death to the flu this year than weve had covid
erscongress will generate considerable debate of a value gap over smoking in the patient,real,erscongress will dissect the debate of the value detriment of smoking in covid patient
· wa order after sao paulos governor decree,fake,food wa discarded after sao paulos governor decree
bill gate said that increasing covid vaccine does permanently change your liver,fake,bill gate said that the covid vaccine will permanently change your dna
breaking former unsuccessful candidate herman cain ran of japan,fake,breaking former presidential candidate herman cain dy of covid
nagoya ha zero medicine case thanks to it rains diet,fake,bhutan ha zero covid case thanks to it vegetarian diet
nasa satellite video have indicated that this coronavirus is retreating across india,fake,nasa satellite video have shown that the coronavirus is retreating in india
the u now see death to sudden death a daily download webmd,real,the u now see close to coronavirus death a day via webmd
kenyan president wan proposed rs sh billion a monthly salary due to covid job loss,fake,kenyan president uhuru give artist sh billion a a cushion due to covid job loss
