id,tweet,label
3573,during covid 19 people with substance use disorder may be at higher risk of acquiring a range of infection from sharing object for administration of substance gathering in group poverty unemployment likelihood of arrest incarceration,real
3574,in the first half of who coordinated the logistics shipped more than 3m surgical mask more than 2m glove more than 1m diagnostic kit more than 200k gown more than 100k face shield to country across the,real
3575,the usd billion it actaccelerator ha received to date ha been generous and ha enabled the robust startup phase but this is le than of the overall need drtedros covid 19,real
3576,there are currently people in managed isolation and quarantine our current effective capacity is this give u an excess capacity of over the next week we are projecting arrival and departure from our facility,real
3577,coronavirusupdates indiafightscorona total covid 19 recovered case ha touched another high of today this is time the number of active case today case fatality rate ha further slumped to,real
3578,pennsylvania s outbreak ha worsened over the last two week though not to the degree seen in sun belt state since june the daily number of new case ha roughly doubled in pa in midjune in test came back positive this week about in test did,real
3579,jacob reesmogg ha told people to stop the endless carping about problem with coronavirus testing and claimed the current system is a phenomenal success,real
3580,a man impress during first remote zoom meeting on bring your pet to work day dog covid 19 homeoffice zoom,fake
3581,latest update from minhealthnz there is new confirmed case of covid in new zealand he is in one of the quarantine facility in auckland this is a case at the border we will continue to get case at the border while there is still a pandemic overseas,real
3582,the number of people working from home is expected to double following the coronavirus pandemic new research suggests,real
3583,community spread of covid 19 is occurring in part of the u including washington oregon and california we expect to identify more case of coronavirus disease,real
3584,it s actually the safest time to fly,fake
3585,say italian prime minister giuseppe conte said we have lost control we have killed the epidemic physically and mentally can t understand what more we can do all solution are exhausted on ground our only hope remains up in the sky god rescue your people,fake
3586,you must apply to get your second stimulus check i ve already filed for mine and will be receiving a month for the rest of the year,fake
3587,a viral video purportedly from italy show a child cry for his mother who died due to coronavirus,fake
3588,new case of covid 19nigeria lagos oyo delta ogun fct abia enugu bauchi kaduna ondo osun imo benue borno confirmed discharged death,real
3589,rt cdcdirector cdc is closely monitoring covid 19 case increase with bootsontheground team across the u we are working with sta,real
